Tanggal & Waktu,ID Struk,Tipe Penjualan,Nama Pelanggan,Nama Produk,Kategori,Jumlah Produk,Harga Produk,Metode Pembayaran
10-06-2024 20:03:11,VPGDCZDLQ4ZR6,dinein,lt2,Mie Statistika Bisnis,MEE TIME,1,"20,000",non-tunai
10-06-2024 20:03:11,VPGDCZDLQ4ZR6,dinein,lt2,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 19:58:54,WP9KCMKGL4Z7Q,takeaway,WP9KCMKGL4Z7Q,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
10-06-2024 19:51:56,BMV8HGQ9BNDLM,onlineorder,BMV8HGQ9BNDLM,Caesar Salad,Salad,1,"25,000",non-tunai
10-06-2024 19:51:56,BMV8HGQ9BNDLM,onlineorder,BMV8HGQ9BNDLM,Toast Chicken Mentai,Light Meal,1,"25,000",non-tunai
10-06-2024 19:51:56,BMV8HGQ9BNDLM,onlineorder,BMV8HGQ9BNDLM,Mozarella Stick,Light Meal,1,"25,000",non-tunai
10-06-2024 19:51:56,BMV8HGQ9BNDLM,onlineorder,BMV8HGQ9BNDLM,Banana choco chiz,Light Meal,1,"27,500",non-tunai
10-06-2024 19:47:00,ZVLYFRMWBVLN8,dinein,lt1,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
10-06-2024 19:47:00,ZVLYFRMWBVLN8,dinein,lt1,French Fries,Light Meal,1,"17,000",non-tunai
10-06-2024 19:47:00,ZVLYFRMWBVLN8,dinein,lt1,Gelato 2 scoops - Mascarpone Pistacheese - Hojicha green fusion,GELATO,1,"35,000",non-tunai
10-06-2024 19:36:58,KLQ6HDG6RKRWK,dinein,bwh,Chicken Katsu Curry,Curry,1,"35,000",non-tunai
10-06-2024 19:31:54,JGDR3GRV76VBN,dinein,bwh,Chicken Teriyaki,Teriyaki Rice,1,"27,500",non-tunai
10-06-2024 19:18:30,BMV8HGQ9BNMMM,dinein,LT1 ,Coffee Latte - Ice,Coffee,1,"20,000",non-tunai
10-06-2024 19:14:36,VPGDCZDLQNPMD,dinein,lt1,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
10-06-2024 19:14:36,VPGDCZDLQNPMD,dinein,lt1,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 19:12:50,4QBY2PZWK69WV,dinein,lt2,Choco Diagram,Signature drinks,1,"20,000",non-tunai
10-06-2024 19:12:50,4QBY2PZWK69WV,dinein,lt2,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
10-06-2024 19:12:50,4QBY2PZWK69WV,dinein,lt2,Tea - Ice,Tea,1,"10,000",non-tunai
10-06-2024 19:09:32,BMV8HGQ9BNWR7,dinein,BMV8HGQ9BNWR7,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 19:09:00,GD6YSZWG4N8W4,dinein,lt2,Toast Chicken Mentai,Light Meal,1,"25,000",non-tunai
10-06-2024 19:07:39,L6K7CLZ9YPM7N,dinein,lt1,Beef Black pepper,Teriyaki Rice,1,"35,000",tunai
10-06-2024 19:07:39,L6K7CLZ9YPM7N,dinein,lt1,Mineral Water,Non Coffee,1,"10,000",tunai
10-06-2024 18:54:50,RQ7Z278M4VR6D,dinein,lt2,Caramel Machiato - Ice,Coffee,1,"22,000",tunai
10-06-2024 18:53:40,D84KHVY847D9Q,dinein,lt1,Choco Diagram,Signature drinks,2,"20,000",non-tunai
10-06-2024 18:53:40,D84KHVY847D9Q,dinein,lt1,French Fries,Light Meal,1,"17,000",non-tunai
10-06-2024 18:53:40,D84KHVY847D9Q,dinein,lt1,Creamy cherry,Non Coffee,1,"20,000",non-tunai
10-06-2024 18:49:38,BMV8HGQ9BNP6B,dinein,lt2,Sandwich,Light Meal,1,"28,000",non-tunai
10-06-2024 18:49:38,BMV8HGQ9BNP6B,dinein,lt2,Creamy cherry,Non Coffee,1,"20,000",non-tunai
10-06-2024 18:49:38,BMV8HGQ9BNP6B,dinein,lt2,Apple blossom,Mocktail,1,"22,000",non-tunai
10-06-2024 18:46:32,GD6YSZWG4NPGY,dinein,lt2,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
10-06-2024 18:46:32,GD6YSZWG4NPGY,dinein,lt2,Chocolate - Ice,Non Coffee,1,"18,000",non-tunai
10-06-2024 18:43:08,QDLVSLGRQ9DGP,dinein,lt1,Americano,Coffee,1,"18,000",non-tunai
10-06-2024 18:41:39,ZVLYFRMWBV7G6,dinein,lt3,Red velvet,Non Coffee,1,"18,000",tunai
10-06-2024 18:34:46,ZVLYFRMWBV6GG,dinein,teteh atas,Sweet Toast Bomb Tiramisu,Dessert,1,"17,000",non-tunai
10-06-2024 18:34:23,M8GQHGKM6LN8B,dinein,lt2,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",tunai
10-06-2024 18:25:51,P7WL2PJGL8JGZ,dinein,lt1,Mushroom Salt and Pepper,Light Meal,1,"25,000",non-tunai
10-06-2024 18:25:51,P7WL2PJGL8JGZ,dinein,lt1,Ebi Furai Curry,Curry,1,"35,000",non-tunai
10-06-2024 18:25:51,P7WL2PJGL8JGZ,dinein,lt1,Coffee Latte - Ice,Coffee,1,"20,000",non-tunai
10-06-2024 18:25:51,P7WL2PJGL8JGZ,dinein,lt1,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
10-06-2024 18:25:51,P7WL2PJGL8JGZ,dinein,lt1,Dory Sambal Dabu,Teriyaki Rice,1,"30,000",non-tunai
10-06-2024 18:19:46,7B4RFJN8MDKQ9,onlineorder,7B4RFJN8MDKQ9,Chicken Katsu Curry,Curry,1,"35,000",non-tunai
10-06-2024 18:10:32,YBMWF8RGLNBYQ,dinein,YBMWF8RGLNBYQ,Mineral Water,Non Coffee,1,"10,000",tunai
10-06-2024 18:05:04,NL9GHR479PB6R,onlineorder,NL9GHR479PB6R,Chicken Katsu Curry,Curry,1,"35,000",non-tunai
10-06-2024 18:05:04,NL9GHR479PB6R,onlineorder,NL9GHR479PB6R,Rice Chicken Katsu Mentai,Curry,2,"28,000",non-tunai
10-06-2024 18:05:04,NL9GHR479PB6R,onlineorder,NL9GHR479PB6R,Crispy Chicken with Cheese sauce,Teriyaki Rice,1,"35,000",non-tunai
10-06-2024 18:04:41,RQ7Z278M4VNJL,dinein,aan,Mochachino - Ice,Coffee,1,"20,000",tunai
10-06-2024 18:04:41,RQ7Z278M4VNJL,dinein,aan,Honey ginger with lemongrass,Coffee,1,"22,000",tunai
10-06-2024 17:55:05,RQ7Z278M4V6KK,dinein,lt2,Tea - Hot,Tea,1,"10,000",non-tunai
10-06-2024 17:52:09,L6K7CLZ9YPLG6,dinein,lt1,Choco Hazelnut,Non Coffee,1,"20,000",non-tunai
10-06-2024 17:44:42,BMV8HGQ9BNJWD,onlineorder,BMV8HGQ9BNJWD,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",non-tunai
10-06-2024 17:44:42,BMV8HGQ9BNJWD,onlineorder,BMV8HGQ9BNJWD,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
10-06-2024 17:42:59,6GBJ3WJG486BR,dinein,IBU KITA,Chicken Black pepper,Teriyaki Rice,1,"27,500",non-tunai
10-06-2024 17:42:59,6GBJ3WJG486BR,dinein,IBU KITA,Koyak coffee,Coffee,1,"18,000",non-tunai
10-06-2024 17:42:59,6GBJ3WJG486BR,dinein,IBU KITA,Cappuccino,Coffee,1,"20,000",non-tunai
10-06-2024 17:42:59,6GBJ3WJG486BR,dinein,IBU KITA,Ribs Butter Rice,Soup,1,"55,000",non-tunai
10-06-2024 17:42:59,6GBJ3WJG486BR,dinein,IBU KITA,Choco berries,Signature drinks,1,"20,000",non-tunai
10-06-2024 17:39:25,ZVLYFRMWBYLBY,dinein,lt1,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
10-06-2024 17:38:32,JGDR3GRV7PNB6,dinein,belakang tembok ,Coffee Cube Diagram,Coffee,1,"24,000",tunai
10-06-2024 17:36:40,JGDR3GRV7PN4P,dinein,lt2 aldry,Kampung Fried Rice - Tidak Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
10-06-2024 17:36:40,JGDR3GRV7PN4P,dinein,lt2 aldry,Chicken Katsudon,KATSU,1,"35,000",non-tunai
10-06-2024 17:36:00,6GBJ3WJG4ZYBQ,dinein,Aurel ,Mango Sunrise,Signature drinks,1,"22,000",non-tunai
10-06-2024 17:36:00,6GBJ3WJG4ZYBQ,dinein,Aurel ,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 17:33:38,4QBY2PZWKNQBR,dinein,lt1,Beef Teriyaki,Teriyaki Rice,1,"35,000",non-tunai
10-06-2024 17:33:38,4QBY2PZWKNQBR,dinein,lt1,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 17:33:38,4QBY2PZWKNQBR,dinein,lt1,Caesar Salad,Salad,1,"25,000",non-tunai
10-06-2024 17:31:29,M8GQHGKM6B4D9,dinein,lt2,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 17:31:29,M8GQHGKM6B4D9,dinein,lt2,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
10-06-2024 17:30:28,KLQ6HDG6RZPWR,takeaway,lt1,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
10-06-2024 17:29:10,KLQ6HDG6RZPG6,dinein,lt2,Beef Teriyaki,Teriyaki Rice,1,"35,000",non-tunai
10-06-2024 17:29:10,KLQ6HDG6RZPG6,dinein,lt2,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 17:24:26,JGDR3GRV7P79Y,dinein,lt2,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
10-06-2024 17:23:54,QDLVSLGRQ7Q79,dinein,lt4,Coffee Latte - Ice,Coffee,1,"20,000",non-tunai
10-06-2024 17:23:54,QDLVSLGRQ7Q79,dinein,lt4,Salted caramel coffee,Coffee,1,"24,000",non-tunai
10-06-2024 17:22:59,WP9KCMKGLJLYL,onlineorder,WP9KCMKGLJLYL,Spaghetti Bolognese,Spaghetti,1,"30,000",non-tunai
10-06-2024 17:18:08,WP9KCMKGLJG49,dinein,WP9KCMKGLJG49,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",non-tunai
10-06-2024 17:18:08,WP9KCMKGLJG49,dinein,WP9KCMKGLJG49,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 17:16:14,NL9GHR479D7YP,onlineorder,NL9GHR479D7YP,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
10-06-2024 17:16:14,NL9GHR479D7YP,onlineorder,NL9GHR479D7YP,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
10-06-2024 17:14:34,D84KHVY84D8VQ,dinein,lt1,Fettuccine Carbonara,Spaghetti,1,"30,000",non-tunai
10-06-2024 17:14:34,D84KHVY84D8VQ,dinein,lt1,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
10-06-2024 17:07:18,NL9GHR479D6R4,dinein,lt2,Banana choco chiz,Light Meal,1,"27,500",non-tunai
10-06-2024 17:07:18,NL9GHR479D6R4,dinein,lt2,Lychee Tea,Tea,1,"20,000",non-tunai
10-06-2024 17:06:39,6GBJ3WJG4ZQR4,dinein,lt2,Coffee Latte - Ice,Coffee,1,"20,000",non-tunai
10-06-2024 17:05:34,ZVLYFRMWBYZJY,dinein,lt2,Beef Teriyaki,Teriyaki Rice,1,"35,000",non-tunai
10-06-2024 17:05:34,ZVLYFRMWBYZJY,dinein,lt2,Coffee Latte - Ice,Coffee,1,"20,000",non-tunai
10-06-2024 17:03:03,4QBY2PZWKNJ86,dinein,lt2,Moroco Mint,Non Coffee,1,"22,000",non-tunai
10-06-2024 17:03:03,4QBY2PZWKNJ86,dinein,lt2,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
10-06-2024 17:01:58,KLQ6HDG6RZ8NJ,dinein,bwh,Rice Chicken Katsu Mentai,Curry,1,"28,000",tunai
10-06-2024 17:01:58,KLQ6HDG6RZ8NJ,dinein,bwh,Lychee Tea,Tea,1,"20,000",tunai
10-06-2024 17:00:52,M8GQHGKM6B9GZ,dinein,M8GQHGKM6B9GZ,Kampung Fried Rice - Tidak Pedas,Fried Rice & Noodle,1,"20,000",tunai
10-06-2024 17:00:52,M8GQHGKM6B9GZ,dinein,M8GQHGKM6B9GZ,Tea - Ice,Tea,1,"10,000",tunai
10-06-2024 17:00:11,M8GQHGKM6BDZ9,dinein,bwh,Dory butter rice with mushroom sauce,Teriyaki Rice,1,"30,000",non-tunai
10-06-2024 17:00:11,M8GQHGKM6BDZ9,dinein,bwh,Hazelnut Machiato - Ice,Coffee,1,"22,000",non-tunai
10-06-2024 16:51:48,6GBJ3WJG4Z8QV,dinein,atas,Kopi susu diagram - Creamy,Coffee,2,"20,000",tunai
10-06-2024 16:51:48,6GBJ3WJG4Z8QV,dinein,atas,Mango Yuogi,Signature drinks,1,"20,000",tunai
10-06-2024 16:51:48,6GBJ3WJG4Z8QV,dinein,atas,Beef Teriyaki,Teriyaki Rice,1,"35,000",tunai
10-06-2024 16:44:25,WP9KCMKGLJJV9,dinein,lt2,Tropical mango,Mocktail,1,"22,000",non-tunai
10-06-2024 16:42:35,L6K7CLZ9Y88ZG,dinein,bwh,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
10-06-2024 16:42:35,L6K7CLZ9Y88ZG,dinein,bwh,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 16:30:03,KLQ6HDG6RZMWD,onlineorder,KLQ6HDG6RZMWD,Dory Sambal Dabu,Teriyaki Rice,1,"30,000",non-tunai
10-06-2024 16:30:03,KLQ6HDG6RZMWD,onlineorder,KLQ6HDG6RZMWD,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
10-06-2024 16:30:03,KLQ6HDG6RZMWD,onlineorder,KLQ6HDG6RZMWD,Mushroom Salt and Pepper,Light Meal,1,"25,000",non-tunai
10-06-2024 16:28:27,JGDR3GRV7P4YM,dinein,lt2,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
10-06-2024 16:27:17,L6K7CLZ9Y8VLB,dinein,bwh balik tembok,Caramel Machiato - Ice,Coffee,1,"22,000",non-tunai
10-06-2024 16:17:17,YBMWF8RGLZQPD,dinein,lt2,Kopi susu diagram - Creamy,Coffee,1,"20,000",tunai
10-06-2024 16:14:28,P7WL2PJGLB6VW,dinein,lt1,Mango Tea,Tea,1,"18,000",tunai
10-06-2024 16:12:45,7B4RFJN8MPNMZ,dinein,lt2,Mie Manajemen Resiko,MEE TIME,2,"18,000",tunai
10-06-2024 16:12:45,7B4RFJN8MPNMZ,dinein,lt2,Tea - Ice,Tea,1,"10,000",tunai
10-06-2024 16:11:24,QDLVSLGRQ7GYD,dinein,Lt 2 ,Chicken Karaage Salad,Salad,1,"27,000",non-tunai
10-06-2024 16:09:09,8846HKWD9MWWL,takeaway,8846HKWD9MWWL,Coffee Latte - Ice,Coffee,3,"20,000",tunai
10-06-2024 16:00:20,M8GQHGKM6BY77,dinein,ly2,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
10-06-2024 16:00:20,M8GQHGKM6BY77,dinein,ly2,Lychee Tea,Tea,1,"20,000",non-tunai
10-06-2024 16:00:20,M8GQHGKM6BY77,dinein,ly2,Red velvet,Non Coffee,1,"18,000",non-tunai
10-06-2024 15:51:11,NL9GHR479DBPR,dinein,lt3,Creamy cherry,Non Coffee,1,"20,000",tunai
10-06-2024 15:49:46,M8GQHGKM6BRND,dinein,lt2,Chicken Katsu Curry,Curry,1,"35,000",tunai
10-06-2024 15:49:46,M8GQHGKM6BRND,dinein,lt2,Sweet Toast Bomb Coklat,Dessert,1,"17,000",tunai
10-06-2024 15:49:46,M8GQHGKM6BRND,dinein,lt2,Lemon Tea,Tea,1,"18,000",tunai
10-06-2024 15:49:46,M8GQHGKM6BRND,dinein,lt2,Kopi susu diagram - Creamy,Coffee,1,"20,000",tunai
10-06-2024 15:28:40,9Y47FR6JDMG4W,dinein,9Y47FR6JDMG4W,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
10-06-2024 15:21:30,BMV8HGQ9BPDYW,dinein,lt3,Mango Sunrise,Signature drinks,1,"22,000",non-tunai
10-06-2024 15:19:27,8846HKWD9G49P,dinein,ujung sofa,Coffee Latte - Ice,Coffee,1,"20,000",non-tunai
10-06-2024 15:17:39,YBMWF8RGLYVNB,dinein,cristina,Choco Hazelnut,Non Coffee,1,"20,000",non-tunai
10-06-2024 15:16:09,P7WL2PJGL7Z6Q,dinein,lt2,Americano,Coffee,1,"18,000",tunai
10-06-2024 15:16:09,P7WL2PJGL7Z6Q,dinein,lt2,Kopi susu diagram - Creamy,Coffee,1,"20,000",tunai
10-06-2024 15:13:31,7B4RFJN8M6MQR,dinein,lt3 amel,Choco Hazelnut,Non Coffee,1,"20,000",non-tunai
10-06-2024 15:11:57,KLQ6HDG6RWRQQ,onlineorder,KLQ6HDG6RWRQQ,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
10-06-2024 15:11:57,KLQ6HDG6RWRQQ,onlineorder,KLQ6HDG6RWRQQ,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
10-06-2024 15:07:41,M8GQHGKM6V68N,dinein,M8GQHGKM6V68N,Diagram Banana split,Dessert,1,"20,000",non-tunai
10-06-2024 15:07:41,M8GQHGKM6V68N,dinein,M8GQHGKM6V68N,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 15:06:40,GD6YSZWG4JG68,dinein,lt2,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
10-06-2024 15:05:06,RQ7Z278M4QMPN,onlineorder,RQ7Z278M4QMPN,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
10-06-2024 15:05:06,RQ7Z278M4QMPN,onlineorder,RQ7Z278M4QMPN,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",non-tunai
10-06-2024 15:05:06,RQ7Z278M4QMPN,onlineorder,RQ7Z278M4QMPN,Minuman kemasan 500ml - Kopi susu,Coffee,1,"40,000",non-tunai
10-06-2024 14:56:12,VPGDCZDLQ96RN,dinein,lt1,Jelly Spanish Latte,Coffee,2,"22,000",non-tunai
10-06-2024 14:34:52,7B4RFJN8M6D96,onlineorder,7B4RFJN8M6D96,Fettuccine Carbonara,Spaghetti,1,"30,000",non-tunai
10-06-2024 14:34:52,7B4RFJN8M6D96,onlineorder,7B4RFJN8M6D96,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
10-06-2024 14:34:52,7B4RFJN8M6D96,onlineorder,7B4RFJN8M6D96,Cireng Diagram,Light Meal,1,"19,000",non-tunai
10-06-2024 14:34:01,RQ7Z278M4QV7K,dinein,RQ7Z278M4QV7K,Tea - Ice,Tea,1,"10,000",non-tunai
10-06-2024 14:30:24,9Y47FR6JDPMBY,dinein,lt2,Oglio Olio - Oglio Olio Tuna,Spaghetti,1,"27,500",non-tunai
10-06-2024 14:30:24,9Y47FR6JDPMBY,dinein,lt2,Hazelnut Machiato - Ice,Coffee,1,"22,000",non-tunai
10-06-2024 14:28:35,VPGDCZDLQ9JGL,dinein,lt 2 ,Fettuccine Carbonara,Spaghetti,1,"30,000",tunai
10-06-2024 14:28:35,VPGDCZDLQ9JGL,dinein,lt 2 ,Kopi susu diagram - Creamy,Coffee,2,"20,000",tunai
10-06-2024 14:28:35,VPGDCZDLQ9JGL,dinein,lt 2 ,Lychee Tea,Tea,1,"20,000",tunai
10-06-2024 14:28:35,VPGDCZDLQ9JGL,dinein,lt 2 ,Chicken Steak,Steak,2,"35,000",tunai
10-06-2024 14:28:35,VPGDCZDLQ9JGL,dinein,lt 2 ,Sirloin Steak - Mashed Potato - BBQ - Well Done,Steak,1,"49,000",tunai
10-06-2024 14:28:35,VPGDCZDLQ9JGL,dinein,lt 2 ,Banana Diagram,Signature drinks,1,"22,000",tunai
10-06-2024 14:19:40,6GBJ3WJG4MNRR,dinein,Yazid bawah,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",tunai
10-06-2024 14:19:40,6GBJ3WJG4MNRR,dinein,Yazid bawah,Sandwich,Light Meal,1,"28,000",tunai
10-06-2024 14:19:40,6GBJ3WJG4MNRR,dinein,Yazid bawah,Kopi susu diagram - Creamy,Coffee,1,"20,000",tunai
10-06-2024 14:14:17,P7WL2PJGL74K4,dinein,lt2,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
10-06-2024 14:13:31,KLQ6HDG6RWMJJ,dinein,bwh,Sweet Toast Bomb Coklat,Dessert,1,"17,000",non-tunai
10-06-2024 14:13:31,KLQ6HDG6RWMJJ,dinein,bwh,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
10-06-2024 14:12:27,ZVLYFRMWBD6W6,dinein,lt1,Tofu Salt n Pepper,Light Meal,1,"20,000",tunai
10-06-2024 14:12:27,ZVLYFRMWBD6W6,dinein,lt1,Lychee Tea,Tea,1,"20,000",tunai
10-06-2024 14:06:13,QDLVSLGRQZKQW,dinein,QDLVSLGRQZKQW,Espresso,Coffee,1,"18,000",non-tunai
10-06-2024 14:03:35,QDLVSLGRQZKZY,onlineorder,QDLVSLGRQZKZY,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
10-06-2024 14:03:26,JGDR3GRV7MKMY,onlineorder,JGDR3GRV7MKMY,Fish n chips,Light Meal,1,"30,000",non-tunai
10-06-2024 14:03:26,JGDR3GRV7MKMY,onlineorder,JGDR3GRV7MKMY,Kampung Fried Rice - Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
10-06-2024 14:03:26,JGDR3GRV7MKMY,onlineorder,JGDR3GRV7MKMY,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
10-06-2024 14:03:10,BMV8HGQ9BP676,onlineorder,BMV8HGQ9BP676,Chicken Katsu Curry,Curry,1,"35,000",non-tunai
10-06-2024 14:02:57,KLQ6HDG6RWBV8,onlineorder,KLQ6HDG6RWBV8,Chicken Katsudon,KATSU,1,"35,000",non-tunai
10-06-2024 14:02:57,KLQ6HDG6RWBV8,onlineorder,KLQ6HDG6RWBV8,Minuman kemasan 250ml - Matcha,Coffee,1,"22,000",non-tunai
10-06-2024 14:00:00,L6K7CLZ9YDZJY,dinein,L6K7CLZ9YDZJY,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 13:59:45,RQ7Z278M4Q8GK,dinein,lt2,Jelly Spanish Latte,Coffee,1,"22,000",non-tunai
10-06-2024 13:58:20,M8GQHGKM6VKLQ,dinein,lt3,Salted caramel coffee,Coffee,1,"24,000",tunai
10-06-2024 13:56:23,GD6YSZWG4JWBV,dinein,lt1 tasky,Oglio Olio - Oglio Olio Beef,Spaghetti,1,"25,000",non-tunai
10-06-2024 13:56:23,GD6YSZWG4JWBV,dinein,lt1 tasky,French Fries,Light Meal,1,"17,000",non-tunai
10-06-2024 13:56:23,GD6YSZWG4JWBV,dinein,lt1 tasky,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 13:54:10,QDLVSLGRQZGLV,dinein,lt2,Choco Hazelnut,Non Coffee,1,"20,000",tunai
10-06-2024 13:52:39,6GBJ3WJG4MK4P,dinein,lt2,Chicken Katsudon,KATSU,1,"35,000",non-tunai
10-06-2024 13:52:39,6GBJ3WJG4MK4P,dinein,lt2,Banana Diagram,Signature drinks,1,"22,000",non-tunai
10-06-2024 13:52:39,6GBJ3WJG4MK4P,dinein,lt2,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 13:51:02,8846HKWD9GYMK,dinein,lt2,Hazelnut Machiato - Ice,Coffee,1,"22,000",tunai
10-06-2024 13:51:02,8846HKWD9GYMK,dinein,lt2,Choco Hazelnut,Non Coffee,1,"20,000",tunai
10-06-2024 13:51:02,8846HKWD9GYMK,dinein,lt2,Caramel Machiato - Ice,Coffee,2,"22,000",tunai
10-06-2024 13:51:02,8846HKWD9GYMK,dinein,lt2,Cireng Diagram,Light Meal,1,"19,000",tunai
10-06-2024 13:51:02,8846HKWD9GYMK,dinein,lt2,French Fries,Light Meal,1,"17,000",tunai
10-06-2024 13:51:02,8846HKWD9GYMK,dinein,lt2,Mozarella Stick,Light Meal,1,"25,000",tunai
10-06-2024 13:41:50,YBMWF8RGLYBKQ,dinein,YBMWF8RGLYBKQ,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 13:41:50,YBMWF8RGLYBKQ,dinein,YBMWF8RGLYBKQ,Chocolate - Ice,Non Coffee,1,"18,000",non-tunai
10-06-2024 13:41:06,RQ7Z278M4QK6J,dinein,bawah,Fish n chips,Light Meal,1,"30,000",non-tunai
10-06-2024 13:41:06,RQ7Z278M4QK6J,dinein,bawah,Lychee Tea,Tea,1,"20,000",non-tunai
10-06-2024 13:39:03,YBMWF8RGLY4GR,dinein,lt 2 ,Kopi susu diagram - Creamy,Coffee,2,"20,000",non-tunai
10-06-2024 13:37:56,YBMWF8RGLY4NK,dinein,lt 1 ,Americano,Coffee,1,"18,000",non-tunai
10-06-2024 13:37:56,YBMWF8RGLY4NK,dinein,lt 1 ,Chicken Katsudon,KATSU,1,"35,000",non-tunai
10-06-2024 13:32:46,4QBY2PZWKRDK4,dinein,lt2,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
10-06-2024 13:19:00,QDLVSLGRQZ4WK,dinein,lt2,Caramel Machiato - Ice,Coffee,1,"22,000",non-tunai
10-06-2024 13:19:00,QDLVSLGRQZ4WK,dinein,lt2,Mochachino - Ice,Coffee,1,"20,000",non-tunai
10-06-2024 13:17:23,JGDR3GRV7MZP7,dinein,lt2,Diagram Banana split,Dessert,1,"20,000",non-tunai
10-06-2024 13:17:23,JGDR3GRV7MZP7,dinein,lt2,Red velvet,Non Coffee,1,"18,000",non-tunai
10-06-2024 13:16:09,KLQ6HDG6RWJVG,dinein,KLQ6HDG6RWJVG,Coffee Cube Diagram,Coffee,1,"24,000",non-tunai
10-06-2024 13:16:09,KLQ6HDG6RWJVG,dinein,KLQ6HDG6RWJVG,Banana choco chiz,Light Meal,1,"27,500",non-tunai
10-06-2024 13:16:09,KLQ6HDG6RWJVG,dinein,KLQ6HDG6RWJVG,Mineral Water,Non Coffee,1,"10,000",non-tunai
10-06-2024 13:13:20,NL9GHR479JQQL,dinein,lt1,Dory with Cheese sauce,Teriyaki Rice,1,"30,000",non-tunai
10-06-2024 13:11:18,6GBJ3WJG4NY84,dinein,lt2,Oglio Olio - Oglio Olio Beef,Spaghetti,1,"25,000",non-tunai
10-06-2024 13:10:09,NL9GHR479JQJM,dinein,lt2,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
10-06-2024 13:10:09,NL9GHR479JQJM,dinein,lt2,Manual brew,Coffee,1,"20,000",non-tunai
10-06-2024 13:08:27,YBMWF8RGLPDBQ,dinein,lt1,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
10-06-2024 13:07:27,P7WL2PJGL49P4,dinein,P7WL2PJGL49P4,Kampung Fried Rice - Pedas,Fried Rice & Noodle,1,"20,000",tunai
10-06-2024 13:07:27,P7WL2PJGL49P4,dinein,P7WL2PJGL49P4,Mineral Water,Non Coffee,1,"10,000",tunai
10-06-2024 13:06:38,6GBJ3WJG4NRRQ,dinein,lt2,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",non-tunai
10-06-2024 13:03:49,M8GQHGKM6P4VZ,dinein,lt2,Tea - Ice,Tea,1,"10,000",non-tunai
