Tanggal & Waktu,ID Struk,Tipe Penjualan,Nama Pelanggan,Nama Produk,Kategori,Jumlah Produk,Harga Produk,Metode Pembayaran
18-06-2024 21:31:27,KLQ6HDGRYJY8N,onlineorder,KLQ6HDGRYJY8N,Fettuccine Carbonara,Spaghetti,1,"30,000",non-tunai
18-06-2024 21:31:27,KLQ6HDGRYJY8N,onlineorder,KLQ6HDGRYJY8N,Kopi susu diagram - Strong,Coffee,3,"20,000",non-tunai
18-06-2024 21:31:02,8846HKW9NQN6Z,onlineorder,8846HKW9NQN6Z,Kampung Fried Rice - Pedas,Fried Rice & Noodle,2,"20,000",non-tunai
18-06-2024 21:30:45,D84KHVY4M9M7M,onlineorder,D84KHVY4M9M7M,Banana choco chiz,Light Meal,1,"27,500",non-tunai
18-06-2024 21:30:45,D84KHVY4M9M7M,onlineorder,D84KHVY4M9M7M,Oglio Olio - Oglio Olio Beef,Spaghetti,1,"25,000",non-tunai
18-06-2024 21:19:43,QDLVSLGQB446R,dinein,QDLVSLGQB446R,Vietnam drip,Coffee,1,"20,000",tunai
18-06-2024 21:17:51,BMV8HGQBVJJW7,dinein,Pak Haji,Kopi susu diagram - Strong,Coffee,1,"20,000",tunai
18-06-2024 21:11:16,ZVLYFRMBRLL9R,dinein,RIKA.. Lt 2,Wagyu Steak - Mashed Potato - Mushroom - Welldone,Steak,2,"76,000",non-tunai
18-06-2024 21:11:16,ZVLYFRMBRLL9R,dinein,RIKA.. Lt 2,Kampung Fried Rice - Pedas,Fried Rice & Noodle,2,"20,000",non-tunai
18-06-2024 21:11:16,ZVLYFRMBRLL9R,dinein,RIKA.. Lt 2,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
18-06-2024 21:11:16,ZVLYFRMBRLL9R,dinein,RIKA.. Lt 2,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
18-06-2024 21:11:16,ZVLYFRMBRLL9R,dinein,RIKA.. Lt 2,Jelly Spanish Latte,Coffee,1,"22,000",non-tunai
18-06-2024 21:11:16,ZVLYFRMBRLL9R,dinein,RIKA.. Lt 2,Blackcurrant Tea,Non Coffee,1,"18,000",non-tunai
18-06-2024 21:11:16,ZVLYFRMBRLL9R,dinein,RIKA.. Lt 2,Tea - Hot,Tea,1,"10,000",non-tunai
18-06-2024 21:11:16,ZVLYFRMBRLL9R,dinein,RIKA.. Lt 2,Mochachino - Ice,Coffee,1,"20,000",non-tunai
18-06-2024 21:08:35,KLQ6HDGRD449W,dinein,KLQ6HDGRD449W,Coffee Latte - Ice,Coffee,1,"20,000",non-tunai
18-06-2024 20:58:28,GD6YSZW4Z64Q7,onlineorder,GD6YSZW4Z64Q7,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",non-tunai
18-06-2024 20:58:28,GD6YSZW4Z64Q7,onlineorder,GD6YSZW4Z64Q7,Choco berries,Signature drinks,1,"20,000",non-tunai
18-06-2024 20:57:14,VPGDCZDQZYQJJ,onlineorder,VPGDCZDQZYQJJ,Kopi susu diagram - Creamy,Coffee,2,"20,000",non-tunai
18-06-2024 20:57:04,D84KHVY4V64DM,onlineorder,D84KHVY4V64DM,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
18-06-2024 20:57:04,D84KHVY4V64DM,onlineorder,D84KHVY4V64DM,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",non-tunai
18-06-2024 20:47:24,BMV8HGQBGD9GZ,dinein,BMV8HGQBGD9GZ,French Fries,Light Meal,1,"17,000",non-tunai
18-06-2024 20:38:50,8846HKW9KZPDV,takeaway,Lt 2.. WARDI,Beef Teriyaki,Teriyaki Rice,1,"35,000",non-tunai
18-06-2024 20:38:50,8846HKW9KZPDV,takeaway,Lt 2.. WARDI,Fettuccine Carbonara,Spaghetti,1,"30,000",non-tunai
18-06-2024 20:18:26,BMV8HGQBGDZMW,dinein,BMV8HGQBGDZMW,Lychee Tea,Tea,1,"20,000",tunai
18-06-2024 20:18:26,BMV8HGQBGDZMW,dinein,BMV8HGQBGDZMW,Platter Diagram,Light Meal,1,"46,000",tunai
18-06-2024 20:03:32,RQ7Z27847DLQK,dinein,Lt 2,Americano,Coffee,1,"18,000",tunai
18-06-2024 20:03:32,RQ7Z27847DLQK,dinein,Lt 2,Wagyu Steak - French Fries - Blackpepper - Welldone,Steak,1,"76,000",tunai
18-06-2024 20:03:32,RQ7Z27847DLQK,dinein,Lt 2,Lychee Tea,Tea,1,"20,000",tunai
18-06-2024 19:48:13,WP9KCMKLMB6P6,dinein,Lt 1,Choco Hazelnut,Non Coffee,1,"20,000",tunai
18-06-2024 19:39:37,BMV8HGQBGDK4P,dinein,Lt 2,Magic Coffee,Coffee,1,"20,000",tunai
18-06-2024 19:33:53,M8GQHGK6GWYGV,dinein,M8GQHGK6GWYGV,Gelato 2 scoops - Integrity Berry & cheese - Sticky Mango dream,GELATO,1,"35,000",tunai
18-06-2024 19:33:03,M8GQHGK6GWJ4V,dinein,Lt 2,Vietnam drip,Coffee,1,"20,000",tunai
18-06-2024 19:31:49,P7WL2PJLP9RYP,dinein,adhitya,Kampung Fried Rice - Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
18-06-2024 19:31:49,P7WL2PJLP9RYP,dinein,adhitya,Kampung Fried Rice - Tidak Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
18-06-2024 19:31:49,P7WL2PJLP9RYP,dinein,adhitya,Tea - Hot,Tea,2,"10,000",non-tunai
18-06-2024 19:29:33,WP9KCMKLMBP67,dinein,WP9KCMKLMBP67,Hazelnut Machiato - Ice,Coffee,1,"22,000",non-tunai
18-06-2024 19:29:33,WP9KCMKLMBP67,dinein,WP9KCMKLMBP67,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
18-06-2024 19:23:24,WP9KCMKLMB8QV,dinein,WP9KCMKLMB8QV,Sparkling Lychee,Non Coffee,1,"22,000",non-tunai
18-06-2024 19:22:32,VPGDCZDQZYM8P,dinein,VPGDCZDQZYM8P,Fettuccine Carbonara,Spaghetti,1,"30,000",non-tunai
18-06-2024 19:22:32,VPGDCZDQZYM8P,dinein,VPGDCZDQZYM8P,Mineral Water,Non Coffee,1,"10,000",non-tunai
18-06-2024 19:22:32,VPGDCZDQZYM8P,dinein,VPGDCZDQZYM8P,Chicken Katsu Curry,Curry,1,"35,000",non-tunai
18-06-2024 19:22:32,VPGDCZDQZYM8P,dinein,VPGDCZDQZYM8P,Tea - Ice,Tea,1,"10,000",non-tunai
18-06-2024 19:18:29,9Y47FR6DRLQNW,onlineorder,9Y47FR6DRLQNW,Fettuccine Carbonara,Spaghetti,1,"30,000",non-tunai
18-06-2024 19:18:29,9Y47FR6DRLQNW,onlineorder,9Y47FR6DRLQNW,Spaghetti Bolognese,Spaghetti,1,"30,000",non-tunai
18-06-2024 19:18:29,9Y47FR6DRLQNW,onlineorder,9Y47FR6DRLQNW,Mozarella Stick,Light Meal,1,"25,000",non-tunai
18-06-2024 19:13:09,NL9GHR49RQRQM,dinein,Lt 2,Kopi susu diagram - Creamy,Coffee,1,"20,000",tunai
18-06-2024 19:06:32,BMV8HGQBGDJDZ,dinein,Lt 2,Vietnam drip,Coffee,1,"20,000",tunai
18-06-2024 19:06:32,BMV8HGQBGDJDZ,dinein,Lt 2,Banana Cinnamon French Toast,Light Meal,1,"25,000",tunai
18-06-2024 18:55:18,L6K7CLZYLQJB9,dinein,L6K7CLZYLQJB9,Mie Manajemen Resiko,MEE TIME,1,"18,000",non-tunai
18-06-2024 18:55:18,L6K7CLZYLQJB9,dinein,L6K7CLZYLQJB9,Tea - Ice,Tea,1,"10,000",non-tunai
18-06-2024 18:51:51,QDLVSLGQL66WV,dinein,QDLVSLGQL66WV,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
18-06-2024 18:51:51,QDLVSLGQL66WV,dinein,QDLVSLGQL66WV,Mineral Water,Non Coffee,1,"10,000",non-tunai
18-06-2024 18:51:51,QDLVSLGQL66WV,dinein,QDLVSLGQL66WV,Chicken Teriyaki,Teriyaki Rice,1,"27,500",non-tunai
18-06-2024 18:51:51,QDLVSLGQL66WV,dinein,QDLVSLGQL66WV,Fettuccine Carbonara,Spaghetti,1,"30,000",non-tunai
18-06-2024 18:51:51,QDLVSLGQL66WV,dinein,QDLVSLGQL66WV,Chicken Katsu Curry,Curry,1,"35,000",non-tunai
18-06-2024 18:47:20,L6K7CLZYLQQL8,dinein,Lt 2,Honey ginger with lemongrass,Coffee,1,"22,000",non-tunai
18-06-2024 18:34:20,QDLVSLGQL6RB6,onlineorder,QDLVSLGQL6RB6,Omurice Chicken Curry,KATSU,1,"45,000",non-tunai
18-06-2024 18:34:12,JGDR3GR7GDVQ4,onlineorder,JGDR3GR7GDVQ4,Calamari,Light Meal,1,"27,500",non-tunai
18-06-2024 18:34:12,JGDR3GR7GDVQ4,onlineorder,JGDR3GR7GDVQ4,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
18-06-2024 18:34:12,JGDR3GR7GDVQ4,onlineorder,JGDR3GR7GDVQ4,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",non-tunai
18-06-2024 18:32:33,RQ7Z27847GP4Q,onlineorder,RQ7Z27847GP4Q,Spicy Chicken Wings,Light Meal,1,"27,500",non-tunai
18-06-2024 18:32:33,RQ7Z27847GP4Q,onlineorder,RQ7Z27847GP4Q,Banana Cinnamon French Toast,Light Meal,1,"25,000",non-tunai
18-06-2024 18:32:33,RQ7Z27847GP4Q,onlineorder,RQ7Z27847GP4Q,Fettuccine Carbonara,Spaghetti,1,"30,000",non-tunai
18-06-2024 18:32:33,RQ7Z27847GP4Q,onlineorder,RQ7Z27847GP4Q,Dory butter rice with mushroom sauce,Teriyaki Rice,1,"30,000",non-tunai
18-06-2024 18:24:39,WP9KCMKLMW94L,dinein,WP9KCMKLMW94L,Fettuccine Carbonara,Spaghetti,1,"30,000",non-tunai
18-06-2024 18:17:33,L6K7CLZYLQMDM,dinein,Lt 2,Lychee Tea,Tea,1,"20,000",non-tunai
18-06-2024 17:45:59,YBMWF8RL8VJLG,dinein,bawah,Chicken Karaage Salad,Salad,1,"27,000",non-tunai
18-06-2024 17:45:59,YBMWF8RL8VJLG,dinein,bawah,Kampung Fried Rice - Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
18-06-2024 17:45:59,YBMWF8RL8VJLG,dinein,bawah,Tea - Ice,Tea,2,"10,000",non-tunai
18-06-2024 17:38:32,ZVLYFRMBRQ89Z,dinein,ZVLYFRMBRQ89Z,Mango Yuogi,Signature drinks,1,"20,000",non-tunai
18-06-2024 17:09:41,D84KHVY4VKLGY,dinein,Lt 2,Tea - Ice,Tea,1,"10,000",tunai
18-06-2024 16:37:27,D84KHVY4V4KNJ,dinein,D84KHVY4V4KNJ,Lamb Fried Rice - Sedang,Fried Rice & Noodle,1,"25,000",non-tunai
18-06-2024 16:37:27,D84KHVY4V4KNJ,dinein,D84KHVY4V4KNJ,Mineral Water,Non Coffee,1,"10,000",non-tunai
18-06-2024 16:31:41,BMV8HGQBGBBMD,dinein,Lt 2,Mango Sunrise,Signature drinks,1,"22,000",non-tunai
18-06-2024 16:27:39,JGDR3GR7G77Q9,dinein,Lt 2,Caramel Machiato - Ice,Coffee,1,"22,000",tunai
18-06-2024 16:27:39,JGDR3GR7G77Q9,dinein,Lt 2,Creamy cherry,Non Coffee,1,"20,000",tunai
18-06-2024 16:14:47,ZVLYFRMBRBJGP,onlineorder,ZVLYFRMBRBJGP,Lychee Tea,Tea,2,"20,000",non-tunai
18-06-2024 16:14:47,ZVLYFRMBRBJGP,onlineorder,ZVLYFRMBRBJGP,Kopi susu diagram - Creamy,Coffee,2,"20,000",non-tunai
18-06-2024 16:12:21,ZVLYFRMBRBZW4,dinein,Lt 2,Coffee Latte - Ice,Coffee,1,"20,000",non-tunai
18-06-2024 15:37:22,6GBJ3WJ4W4NZB,dinein,6GBJ3WJ4W4NZB,Espresso,Coffee,1,"18,000",non-tunai
18-06-2024 15:20:18,8846HKW9K9JQ4,dinein,8846HKW9K9JQ4,Dory Sambal Dabu,Teriyaki Rice,1,"30,000",non-tunai
18-06-2024 15:20:18,8846HKW9K9JQ4,dinein,8846HKW9K9JQ4,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
18-06-2024 15:19:28,NL9GHR49R94W4,onlineorder,NL9GHR49R94W4,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
18-06-2024 15:19:28,NL9GHR49R94W4,onlineorder,NL9GHR49R94W4,Cireng Diagram,Light Meal,1,"19,000",non-tunai
18-06-2024 15:19:09,WP9KCMKLMLKL6,onlineorder,WP9KCMKLMLKL6,Caramel Machiato - Ice,Coffee,1,"22,000",non-tunai
18-06-2024 15:18:31,BMV8HGQBGBQWL,dinein,BMV8HGQBGBQWL,Americano,Coffee,1,"18,000",non-tunai
18-06-2024 15:17:41,7B4RFJNMJMNDQ,onlineorder,7B4RFJNMJMNDQ,Manual brew,Coffee,2,"20,000",non-tunai
18-06-2024 15:16:53,GD6YSZW4Z4WPK,dinein,FAMILY .. Lt 2,Omurice Chicken Curry,KATSU,1,"45,000",non-tunai
18-06-2024 15:16:53,GD6YSZW4Z4WPK,dinein,FAMILY .. Lt 2,Sirloin Steak - French Fries - BBQ - Well Done,Steak,1,"49,000",non-tunai
18-06-2024 15:16:53,GD6YSZW4Z4WPK,dinein,FAMILY .. Lt 2,Chicken Katsu Curry,Curry,1,"35,000",non-tunai
18-06-2024 15:16:53,GD6YSZW4Z4WPK,dinein,FAMILY .. Lt 2,Ebi Furai Curry,Curry,1,"35,000",non-tunai
18-06-2024 15:16:53,GD6YSZW4Z4WPK,dinein,FAMILY .. Lt 2,Banana Cinnamon French Toast,Light Meal,1,"25,000",non-tunai
18-06-2024 15:16:53,GD6YSZW4Z4WPK,dinein,FAMILY .. Lt 2,Honey ginger with lemongrass,Coffee,1,"22,000",non-tunai
18-06-2024 15:16:53,GD6YSZW4Z4WPK,dinein,FAMILY .. Lt 2,Chocolate - Ice,Non Coffee,1,"18,000",non-tunai
18-06-2024 15:16:53,GD6YSZW4Z4WPK,dinein,FAMILY .. Lt 2,Lemon Tea,Tea,1,"18,000",non-tunai
18-06-2024 15:16:53,GD6YSZW4Z4WPK,dinein,FAMILY .. Lt 2,Blackcurrant Tea,Non Coffee,1,"18,000",non-tunai
18-06-2024 15:16:53,GD6YSZW4Z4WPK,dinein,FAMILY .. Lt 2,Mineral Water,Non Coffee,1,"10,000",non-tunai
18-06-2024 15:14:21,NL9GHR49R94KB,takeaway,NL9GHR49R94KB,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
18-06-2024 15:14:21,NL9GHR49R94KB,takeaway,NL9GHR49R94KB,Gelato 2 scoops - Integrity Berry & cheese - Peppermint Swirl,GELATO,1,"35,000",non-tunai
18-06-2024 15:12:00,D84KHVY4V4QP8,dinein,D84KHVY4V4QP8,Mochachino - Ice,Coffee,1,"20,000",non-tunai
18-06-2024 15:12:00,D84KHVY4V4QP8,dinein,D84KHVY4V4QP8,Mineral Water,Non Coffee,1,"10,000",non-tunai
18-06-2024 15:08:00,L6K7CLZYLYBWL,dinein,Lt 2,Toast Chicken Mentai,Light Meal,1,"25,000",non-tunai
18-06-2024 14:19:16,YBMWF8RL8GLL6,onlineorder,YBMWF8RL8GLL6,Tofu with Rujak sauce,Light Meal,1,"25,000",non-tunai
18-06-2024 14:18:42,RQ7Z27847M4PD,onlineorder,RQ7Z27847M4PD,Ribs Soup,Soup,1,"50,000",non-tunai
18-06-2024 14:18:42,RQ7Z27847M4PD,onlineorder,RQ7Z27847M4PD,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
18-06-2024 14:14:11,NL9GHR49R79RL,dinein,lt1,Mochachino - Ice,Coffee,1,"20,000",non-tunai
18-06-2024 13:48:25,6GBJ3WJ4WGDL7,dinein,Lt 2,Hazelnut Machiato - Ice,Coffee,1,"22,000",tunai
18-06-2024 13:44:33,VPGDCZDQZLNN4,dinein,Lt 2,Manual Brew Seasonal,MANUAL BREW,1,"22,000",non-tunai
18-06-2024 13:32:20,4QBY2PZKPWRWR,dinein,lt2,Koyak coffee,Coffee,1,"18,000",non-tunai
18-06-2024 13:32:20,4QBY2PZKPWRWR,dinein,lt2,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
18-06-2024 13:16:21,VPGDCZDQZL7RQ,dinein,lt2,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
18-06-2024 13:07:10,WP9KCMKLMG6MY,onlineorder,WP9KCMKLMG6MY,Mushroom Salt and Pepper,Light Meal,1,"25,000",non-tunai
18-06-2024 13:07:01,8846HKW9KDJQZ,onlineorder,8846HKW9KDJQZ,Beef Teriyaki,Teriyaki Rice,1,"35,000",non-tunai
18-06-2024 12:59:43,KLQ6HDGRD694J,dinein,Lt 2,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
18-06-2024 12:44:14,NL9GHR49R7BD8,dinein,Lt 2,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
18-06-2024 12:22:59,QDLVSLGQLR4VQ,onlineorder,QDLVSLGQLR4VQ,Fish n chips,Light Meal,1,"30,000",non-tunai
18-06-2024 12:22:44,WP9KCMKLMGZYN,onlineorder,WP9KCMKLMGZYN,Omurice Chicken Curry,KATSU,1,"45,000",non-tunai
18-06-2024 12:22:44,WP9KCMKLMGZYN,onlineorder,WP9KCMKLMGZYN,Toast Chicken Mentai,Light Meal,1,"25,000",non-tunai
18-06-2024 12:22:44,WP9KCMKLMGZYN,onlineorder,WP9KCMKLMGZYN,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
18-06-2024 12:22:35,8846HKW9KDQJ8,onlineorder,8846HKW9KDQJ8,Chicken Katsu Curry,Curry,1,"35,000",non-tunai
18-06-2024 12:22:23,NL9GHR49R7NLR,onlineorder,NL9GHR49R7NLR,Lamb Fried Rice - Pedas,Fried Rice & Noodle,2,"25,000",non-tunai
18-06-2024 12:22:12,RQ7Z27847MW8Q,onlineorder,RQ7Z27847MW8Q,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",non-tunai
18-06-2024 12:22:12,RQ7Z27847MW8Q,onlineorder,RQ7Z27847MW8Q,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
18-06-2024 12:22:01,KLQ6HDGRD6J9P,onlineorder,KLQ6HDGRD6J9P,Kampung Fried Rice - Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
18-06-2024 12:22:01,KLQ6HDGRD6J9P,onlineorder,KLQ6HDGRD6J9P,Caracao bliss,Fresh fruity,1,"22,000",non-tunai
18-06-2024 12:21:13,6GBJ3WJ4WG67Z,onlineorder,6GBJ3WJ4WG67Z,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
18-06-2024 12:21:13,6GBJ3WJ4WG67Z,onlineorder,6GBJ3WJ4WG67Z,Kampung Fried Rice - Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
18-06-2024 12:21:05,YBMWF8RL8G944,onlineorder,YBMWF8RL8G944,Kampung Fried Rice - Tidak Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
18-06-2024 12:21:05,YBMWF8RL8G944,onlineorder,YBMWF8RL8G944,Chicken Katsu Curry,Curry,1,"35,000",non-tunai
18-06-2024 12:20:57,D84KHVY4V89MR,onlineorder,D84KHVY4V89MR,Kampung Fried Rice - Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
18-06-2024 12:20:57,D84KHVY4V89MR,onlineorder,D84KHVY4V89MR,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
18-06-2024 11:30:59,7B4RFJNMJYDD9,dinein,atas,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
18-06-2024 11:30:59,7B4RFJNMJYDD9,dinein,atas,Tea - Ice,Tea,1,"10,000",non-tunai
18-06-2024 11:06:20,BMV8HGQBGLRBK,dinein,lt2,Beef Teriyaki,Teriyaki Rice,1,"35,000",non-tunai
18-06-2024 11:06:20,BMV8HGQBGLRBK,dinein,lt2,Mineral Water,Non Coffee,1,"10,000",non-tunai
18-06-2024 10:34:25,VPGDCZDQZ6GMZ,dinein,VPGDCZDQZ6GMZ,Red velvet,Non Coffee,1,"18,000",non-tunai
18-06-2024 10:23:49,JGDR3GR7GWQ47,dinein,atass,Kampung Fried Rice - Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
18-06-2024 10:23:49,JGDR3GR7GWQ47,dinein,atass,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
18-06-2024 10:23:49,JGDR3GR7GWQ47,dinein,atass,Mango Tea,Tea,1,"18,000",non-tunai
18-06-2024 10:01:36,NL9GHR49R8QB9,dinein,lt1,Chicken Teriyaki,Teriyaki Rice,1,"27,500",non-tunai
18-06-2024 10:01:36,NL9GHR49R8QB9,dinein,lt1,Mineral Water,Non Coffee,1,"10,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Cireng Diagram,Light Meal,1,"19,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Dory butter rice with mushroom sauce,Teriyaki Rice,1,"30,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Mineral Water,Non Coffee,1,"10,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Beef Teriyaki,Teriyaki Rice,1,"35,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Ribs Soup,Soup,1,"50,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Lemon Tea,Tea,1,"18,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Choco Hazelnut,Non Coffee,1,"20,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Americano,Coffee,2,"18,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Mineral Water,Non Coffee,1,"10,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Banana choco chiz,Light Meal,1,"27,500",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Cireng Diagram,Light Meal,1,"19,000",non-tunai
17-06-2024 22:29:30,VPGDCZDQZV679,dinein,VPGDCZDQZV679,Gelato 1 scoop - Integrity Berry & cheese,GELATO,1,"20,000",non-tunai
17-06-2024 22:12:28,BMV8HGQBG7NBQ,onlineorder,BMV8HGQBG7NBQ,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
17-06-2024 22:12:21,L6K7CLZYLVP9Q,onlineorder,L6K7CLZYLVP9Q,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
17-06-2024 22:12:21,L6K7CLZYLVP9Q,onlineorder,L6K7CLZYLVP9Q,Cordon Bleu,Steak,1,"42,000",non-tunai
17-06-2024 22:09:39,9Y47FR6DRBYZV,dinein,lt2,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
17-06-2024 22:06:04,KLQ6HDGRDMZRM,dinein,lt3,Lamb Fried Rice - Sedang,Fried Rice & Noodle,1,"25,000",tunai
17-06-2024 22:06:04,KLQ6HDGRDMZRM,dinein,lt3,Lamb Fried Rice - Tidak Pedas,Fried Rice & Noodle,1,"25,000",tunai
17-06-2024 22:06:04,KLQ6HDGRDMZRM,dinein,lt3,Mineral Water,Non Coffee,1,"10,000",tunai
17-06-2024 21:26:12,NL9GHR49RJMWY,onlineorder,NL9GHR49RJMWY,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",non-tunai
17-06-2024 21:26:12,NL9GHR49RJMWY,onlineorder,NL9GHR49RJMWY,Kopi susu diagram - Creamy,Coffee,2,"20,000",non-tunai
17-06-2024 21:25:49,D84KHVY4VBQ4L,onlineorder,D84KHVY4VBQ4L,Chicken Katsudon,KATSU,1,"35,000",non-tunai
17-06-2024 21:25:33,L6K7CLZYLVB9D,onlineorder,L6K7CLZYLVB9D,Chicken Katsudon,KATSU,1,"35,000",non-tunai
17-06-2024 21:25:33,L6K7CLZYLVB9D,onlineorder,L6K7CLZYLVB9D,Cireng Diagram,Light Meal,1,"19,000",non-tunai
17-06-2024 21:25:21,BMV8HGQBG7KL4,onlineorder,BMV8HGQBG7KL4,Fish n chips,Light Meal,1,"30,000",non-tunai
17-06-2024 21:25:21,BMV8HGQBG7KL4,onlineorder,BMV8HGQBG7KL4,Beef Teriyaki,Teriyaki Rice,1,"35,000",non-tunai
17-06-2024 21:24:42,M8GQHGK6GPY97,dinein,M8GQHGK6GPY97,Cappuccino,Coffee,1,"20,000",non-tunai
17-06-2024 21:23:23,8846HKW9K7Y7Z,onlineorder,8846HKW9K7Y7Z,Kampung Fried Rice - Sedang,Fried Rice & Noodle,2,"20,000",non-tunai
17-06-2024 21:22:58,BMV8HGQBG7KR9,onlineorder,BMV8HGQBG7KR9,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",non-tunai
17-06-2024 21:22:43,7B4RFJNMJVKZB,onlineorder,7B4RFJNMJVKZB,Ebi Furai Curry,Curry,1,"35,000",non-tunai
17-06-2024 21:22:43,7B4RFJNMJVKZB,onlineorder,7B4RFJNMJVKZB,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
17-06-2024 21:22:10,WP9KCMKLMQRK6,onlineorder,WP9KCMKLMQRK6,Oglio Olio - Oglio Olio Beef,Spaghetti,1,"25,000",non-tunai
17-06-2024 21:22:10,WP9KCMKLMQRK6,onlineorder,WP9KCMKLMQRK6,Banana Cinnamon French Toast,Light Meal,1,"25,000",non-tunai
17-06-2024 21:21:57,JGDR3GR7G4LL9,onlineorder,JGDR3GR7G4LL9,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
17-06-2024 21:21:57,JGDR3GR7G4LL9,onlineorder,JGDR3GR7G4LL9,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
17-06-2024 21:21:41,8846HKW9K7YL4,onlineorder,8846HKW9K7YL4,Fish n chips,Light Meal,1,"30,000",non-tunai
17-06-2024 21:21:27,9Y47FR6DRB484,onlineorder,9Y47FR6DRB484,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
17-06-2024 21:21:27,9Y47FR6DRB484,onlineorder,9Y47FR6DRB484,Omurice Chicken Curry,KATSU,1,"45,000",non-tunai
17-06-2024 21:21:14,ZVLYFRMBR7P4Y,onlineorder,ZVLYFRMBR7P4Y,Dory butter rice with mushroom sauce,Teriyaki Rice,1,"30,000",non-tunai
17-06-2024 21:21:14,ZVLYFRMBR7P4Y,onlineorder,ZVLYFRMBR7P4Y,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
17-06-2024 20:47:09,8846HKW9K7QQ9,dinein,8846HKW9K7QQ9,Gelato 1 scoop - Peppermint Choco Swirl,GELATO,1,"20,000",non-tunai
17-06-2024 20:46:07,ZVLYFRMBR6LWD,takeaway,ZVLYFRMBR6LWD,Sandwich,Light Meal,1,"28,000",non-tunai
